"m1","m2","m3","m4","m5","cl"
"11916",71.453,0.59713,0.86071,83,0.66066,1
"11917",89.558,0.15082,0.23922,79,0.73726,1
"11918",82.972,0.26705,0.54751,84,0.74644,1
"11919",67.791,0.27656,0.3634,84,0.71513,1
"11920",99.159,0.17368,0.27468,86,0.71777,1
"11921",73.426,0.32303,0.181,80,0.7753,1
"11922",73.324,0.24527,0.24714,80,0.8012,1
"11923",92.934,0.26633,0.33734,92,0.49018,1
"11924",83.51,0.41159,0.24649,80,0.76049,1
"11925",67.338,0.47165,0.20655,71,0.35565,1
"11926",84.414,0.24254,0.57039,85,0.7325,1
"11927",89.321,0.6622,0.47713,80,0.69587,1
"11928",106.54,0.36835,0.50506,85,0.67354,1
"11929",90.277,0.38069,0.42199,84,0.77571,1
"11930",102.3,0.17911,0.34619,73,0.56914,1
"11931",66.295,0.27209,0.45279,71,0.43422,1
"11932",90.186,0.39972,0.49586,80,0.75535,1
"11933",86.619,0.10247,0.27102,87,0.70436,1
"11934",94.568,0.24943,0.21824,84,0.75815,1
"11935",107.01,0.24844,0.45735,85,0.67459,1
"11936",96.362,0.29706,0.4496,84,0.72454,1
"11937",90.666,0.24984,0.32351,80,0.78907,1
"11938",98.382,0.44051,0.39955,78,0.72378,1
"11939",72.154,0.26937,0.3051,80,0.76107,1
"11940",72.579,0.19471,0.73051,84,0.66174,1
"11941",99.125,0.27173,0.52701,80,0.7531,1
"11942",105.28,0.26462,0.2208,84,0.71903,1
"11943",64.986,0.23504,0.47418,78,0.76018,1
"11944",118.26,0.20691,0.34557,84,0.68715,1
"11945",73.173,0.2695,0.82249,85,0.72825,1
"11946",74.178,0.14507,0.61538,80,0.70131,1
"11947",119.29,0.2726,0.39176,84,0.65643,1
"11948",101.79,0.23737,0.67157,84,0.76505,1
"11949",88.974,0.1699,0.34336,84,0.70707,1
"11950",93.733,0.55383,0.40235,85,0.73418,1
"11951",74.765,0.27975,0.3474,84,0.74145,1
"11952",100.64,0.17486,0.23212,85,0.73021,1
"11953",112.85,0.21148,0.27148,79,0.69416,1
"11954",102.69,0.28284,0.50293,80,0.69593,1
"11955",101.79,0.4201,0.27711,80,0.73411,1
"11956",60.697,0.30413,0.13514,84,0.80694,1
"11957",81.994,0.29531,0.255,79,0.70672,1
"11958",128.65,0.293,0.49333,80,0.74631,1
"11959",95.893,0.34531,0.76182,85,0.67195,1
"11960",92.462,0.25096,0.22877,79,0.76364,1
"11961",120.91,0.19357,0.50755,84,0.73056,1
"11962",81.044,0.37051,0.31627,85,0.7047,1
"11963",118.15,0.11929,0.40361,85,0.72757,1
"11964",104.97,0.24827,0.24277,79,0.73607,1
"11965",89.094,0.13814,0.50237,84,0.7697,1
"11966",99.155,0.37291,0.33406,80,0.66963,1
"11967",97.152,0.47293,0.73363,83,0.70371,1
"11968",109.55,0.35097,0.26703,85,0.76714,1
"11969",118.49,0.10114,0.20814,108,0.48264,1
"11970",107.57,0.28478,0.25612,78,0.71475,1
"11971",112.8,0.33231,0.30273,84,0.77146,1
"11972",96.3,0.21054,0.3877,79,0.71258,1
"11973",103.32,0.28477,0.18335,80,0.80111,1
"11974",103.06,0.23903,0.49042,80,0.75329,1
"11975",73.624,0.39281,0.57828,91,0.51242,1
"11976",104.48,0.28519,0.60925,80,0.68149,1
"11977",96.016,0.42692,0.1174,137,0.52193,1
"11978",108.82,0.16482,0.2411,86,0.7249,1
"11979",83.082,0.21537,0.66871,85,0.74527,1
"11980",98.651,0.12503,0.25319,84,0.768,1
"11981",117.5,0.17648,0.24277,53,0.46827,1
"11982",105.59,0.21274,0.31603,85,0.7552,1
"11983",72.198,0.14461,0.22287,84,0.73543,1
"11984",84.601,0.26463,0.20095,139,0.58797,1
"11985",95.227,0.30057,0.52052,84,0.75981,1
"11986",70.358,0.31653,0.15292,80,0.77521,1
"11987",96.708,0.22039,0.19724,101,0.34307,1
"11988",81.473,0.27722,0.36551,84,0.74957,1
"11989",78.831,0.28632,0.26774,84,0.7467,1
"11990",80.857,0.37117,0.24876,79,0.78899,1
"11991",103.27,0.21442,0.165,86,0.78943,1
"11992",95.729,0.23278,0.51116,84,0.73058,1
"11993",88.796,0.21203,0.59908,80,0.73719,1
"11994",92.866,0.28955,0.90954,80,0.73311,1
"11995",71.458,0.23126,0.41212,80,0.74585,1
"11996",105.69,0.4117,0.67353,85,0.69902,1
"11997",103.96,0.15,0.16522,85,0.73809,1
"11998",80.764,0.25569,0.86211,85,0.72842,1
"11999",89.149,0.40055,0.29142,142,0.55463,1
"12000",122.24,0.12201,0.29999,84,0.70689,1
"14001",33.132,0.87071,0.99075,74,0.56173,3
"14002",50.313,1.1213,0.78933,79,0.68276,3
"14003",39.511,0.69158,0.84457,90,0.63722,3
"14004",38.656,1.1454,0.94979,81,0.65209,3
"14005",48.725,0.84585,0.96071,83,0.68014,3
"14006",39.07,1.0966,0.97803,78,0.60549,3
"14007",39.282,0.73767,0.92146,85,0.63364,3
"14008",40.096,0.74012,0.85533,82,0.60997,3
"14009",25.841,0.56594,0.86116,83,0.66055,3
"14010",52.763,0.73395,0.87675,80,0.64024,3
"14011",37.819,0.44793,0.9359,88,0.606,3
"14012",59.975,1.7943,0.97368,80,0.65223,3
"14013",38.363,0.46172,0.97565,80,0.68453,3
"14014",39.909,0.92657,0.94245,85,0.68531,3
"14015",36.743,0.65207,0.83204,84,0.67355,3
"14016",32.613,0.81802,0.91324,83,0.69125,3
"14017",55.534,1.4543,0.96202,86,0.64955,3
"14018",46.949,0.40599,0.81747,86,0.65161,3
"14019",35.907,0.67595,0.74507,84,0.67814,3
"14020",40.494,1.3127,0.93452,78,0.63486,3
"14021",22.734,0.55421,0.94267,81,0.67149,3
"14022",52.435,0.88208,0.87612,84,0.71903,3
"14023",50.178,1.3819,0.83355,80,0.64887,3
"14024",34.853,0.72575,0.89328,89,0.57895,3
"14025",35.736,2.112,0.89805,88,0.61223,3
"14026",31.397,1.4216,0.74803,84,0.68382,3
"14027",46.713,0.84535,0.78939,84,0.67041,3
"14028",37.992,1.0468,0.76456,81,0.68529,3
"14029",48.38,1.2566,0.79068,85,0.65023,3
"14030",40.765,0.77192,0.56351,88,0.60553,3
"14031",37.273,0.84333,0.96807,78,0.61937,3
"14032",51.206,0.64935,0.71864,84,0.65461,3
"14033",33.093,0.4026,0.8189,80,0.6776,3
"14034",44.2,1.6234,0.89126,81,0.69067,3
"14035",37.615,1.0152,0.88554,85,0.65646,3
"14036",23.972,0.2366,0.83629,81,0.64155,3
"14037",42.223,0.66193,0.76767,84,0.66256,3
"14038",50.627,1.4309,0.96989,80,0.65405,3
"14039",35.617,0.75582,0.89699,80,0.66258,3
"14040",30.489,0.68679,0.64887,77,0.63717,3
"14041",45.314,0.74903,0.71203,80,0.64541,3
"14042",42.849,0.48975,0.76899,79,0.63866,3
"14043",44.701,1.4774,0.78426,80,0.65489,3
"14044",45.12,0.68216,0.87075,77,0.58727,3
"14045",52.119,0.85156,0.70286,82,0.68034,3
"14046",42.514,2.3048,0.87086,78,0.60742,3
"14047",47.255,0.86139,0.9908,80,0.64827,3
"14048",51.389,0.84546,0.81141,82,0.68991,3
"14049",57.495,0.65928,0.5436,81,0.62849,3
"14050",44.997,0.62831,0.82197,85,0.67547,3
"14051",34.164,0.47415,0.83478,83,0.659,3
"14052",32.963,0.64921,0.93229,85,0.67061,3
"14053",39,1.0002,0.84672,84,0.6539,3
"14054",36.487,0.563,0.88171,79,0.66304,3
"14055",49.006,1.0628,0.99769,85,0.6741,3
"14056",31.425,0.43463,0.70125,82,0.66353,3
"14057",49.877,0.8268,0.96934,86,0.6381,3
"14058",52.298,0.26749,0.76031,80,0.68938,3
"14059",45.609,0.76327,0.73435,83,0.68227,3
"14060",36.699,0.83452,0.89978,84,0.67171,3
"14061",46.999,0.68159,0.82395,81,0.65338,3
"14062",44.234,0.7267,0.97778,82,0.61369,3
"14063",46.001,0.69355,0.71719,86,0.67387,3
"14064",36.839,1.8998,0.66872,80,0.6838,3
"14065",36.417,0.85695,0.81427,86,0.6279,3
"14066",40.752,1.1784,0.92861,87,0.66728,3
"14067",46.389,0.93196,0.87883,86,0.63587,3
"14068",30.469,0.85614,0.93501,78,0.64049,3
"14069",38.295,0.76934,0.9122,85,0.65276,3
"14070",41.986,0.35816,0.67501,80,0.67267,3
"14071",33.554,0.40114,0.8508,82,0.66651,3
"14072",42.792,0.46176,0.93999,85,0.64206,3
"14073",53.222,0.78307,0.84515,78,0.62264,3
"14074",45.875,0.7922,0.95371,85,0.70402,3
"14075",42.039,0.55177,0.93228,84,0.67361,3
"14076",53.387,1.1612,0.61158,84,0.6419,3
"14077",44.07,0.71554,0.97775,84,0.68806,3
"14078",23.693,0.54522,0.96503,84,0.67895,3
"14079",33.766,0.86508,0.77809,80,0.70679,3
"14080",54.073,0.69807,0.68952,84,0.67947,3
"14081",35.593,0.78977,0.88316,81,0.65175,3
"14082",41.741,0.35654,0.57237,81,0.65856,3
"14083",36.708,0.56866,0.93136,82,0.61141,3
"14084",37.439,0.90512,0.7448,84,0.65959,3
"14085",26.895,0.49115,0.69906,80,0.65052,3
"14086",43.545,0.82567,0.99041,86,0.63645,3
"14087",44.321,0.52958,0.64005,85,0.62796,3
"14088",37.731,0.6734,0.89313,82,0.65206,3
"14089",38.063,0.59744,0.92984,86,0.65146,3
"14090",46.213,0.46497,0.88634,80,0.65978,3
"14091",36.731,1.0829,0.6097,80,0.65688,3
"14092",40.257,0.71882,0.99267,78,0.67376,3
"14093",39.952,0.73837,0.98377,82,0.68148,3
"14094",50.185,0.62601,0.75543,86,0.61828,3
"14095",32.135,0.71571,0.82304,80,0.63027,3
"14096",40.246,0.48528,0.79539,84,0.66003,3
"14097",52.597,1.0575,0.87582,84,0.66845,3
"14098",36.696,0.92142,0.68629,80,0.64793,3
"14099",56.477,0.76068,0.60519,79,0.6145,3
"14100",43.213,0.65236,0.87686,80,0.65451,3
