"snrdB","m1","m2","m3","m4","m5","enull","Qstat","snrdbHat","gammaMax","gamma2","gamma4","sigmaAa","sigmaA","sigmaAp","sigmaDp","mu42A","CRR","CRI","CII","CRRR","CRRI","CRII","CIII","CRRRR","CRRRI","CRRII","CRIII","CIIII","Xk45","Xk46","Xk47","Xk48","Xk49","Xk50","Xk51","Xk52","Xk53","Xk54","Xk55","Xk56","Xk57","Xk58","Xk59","Xk60","Xk61","Xk62","Xk63","Xk64","Xk65","Xk66","Xk67","Xk68","Xk69","Xk70","Xk71","Xk72","Xk73","Xk74","Xk75","Xk76","Xk77","Xk78","Xk79","Xk80","Xk81","Xk82","Xk83","Xk84","Xk85","Xk86","Xk87","Xk88","Xk89","Xk90","Xk91","Xk92","Xk93","Xk94","Xk95","Xk96","Xk97","Xk98","Xk99","Xk100","Xk101","Xk102","Xk103","Xk104","Xk105","Xk106","Xk107","Xk108","Xk109","Xk110","Xk111","Xk112","Xk113","Xk114","Xk115","Xk116","Xk117","Xk118","Xk119","Xk120","Xk121","Xk122","Xk123","Xk124","Xk125","Xk126","Xk127","Xk128","Xk129","Xk130","Xk131","Xk132","Xk133","Xk134","Xk135","Xk136","Xk137","Xk138","Xk139","Xk140","Xk141","Xk142","Xk143","Xk144","Xk145","Xk146","Xk147","Xk148","Xk149","Xk150","Xk151","Xk152","Xk153","Xk154","Xk155","Xk156","Xk157","Xk158","Xk159","Xk160","cl"
"5651",0,36.316,0.6462,0.62144,81,0.78662,2.2636,1558.1,1.016,2.7035,34.712,1191.2,0.2633,0.25129,0.89315,1.7902,0.59073,0.92355,0.035648,1.0078,-0.070517,0.040961,-0.041821,-0.15857,-0.34742,-0.058154,-0.056641,-0.16691,-0.36232,6.9646,5.4067,12.498,8.4156,19.465,4.415,11.834,15.649,12.655,5.4654,20.757,37.127,16.976,35.536,15.682,6.6559,15.683,14.44,7.1975,27.721,19.051,16.258,12.47,11.956,7.1998,24.996,5.1928,8.3749,12.474,15.709,23.659,23.174,24.152,10.185,28.121,85.837,79.927,127.48,83.133,138.13,59.321,78.115,30.642,24.747,17.406,32.9,9.1581,11.916,14.752,27.176,3.6667,13.517,17.35,1.6271,11.406,10.658,9.1936,20.743,20.778,13.175,10.217,16.484,14.46,16.137,12.297,4.6361,14.506,18.105,3.4262,0.92888,11.975,7.7368,23.67,10.866,22.025,3.9501,12.242,11.732,17.925,8.3145,10.699,10.254,7.6774,4.4803,8.6835,18.217,1.4981,21.368,21.123,23.5,13.889,26.178,2.1695,7.7183,6.2711,9.1626,3.7639,19.204,6.8434,18.543,18.622,3.5037,14.649,30.062,5.3472,16.324,16.499,5.2461,5.9034,14.675,11.794,19.369,22.268,10.74,7.8925,1.4149,4
"5652",0,58.342,0.61901,0.55285,83,0.75843,1.9071,1188.6,-0.42364,2.5362,27.758,887.25,0.28421,0.25939,0.91913,1.8736,0.66963,0.92325,-0.032766,1.0685,-0.02711,-0.025581,-0.030334,-0.015315,-0.23918,0.047008,-0.20785,-0.008884,-0.13084,14.547,20.813,16.505,20.775,11.362,11.755,11.346,20.82,9.3353,15.37,20.097,11.939,7.8083,27.641,20.473,15.396,15.005,11.855,11.581,7.4227,22.665,17.675,13.421,22.52,5.9477,29.117,21.868,1.7449,14.524,8.307,26.046,7.2606,16.525,13.75,28.734,64.729,92.881,130.93,67.179,116.94,77.652,72.384,24.059,16.744,12.606,14.317,10.471,13.036,14.834,13.051,19.476,8.4228,8.7936,23.917,7.9873,18.737,8.7289,17.291,13.125,24.617,1.8581,14.097,13.824,12.363,13.421,18.194,11.589,13.976,22.138,6.3236,15.24,3.0897,6.6316,24.516,18.238,28.377,19.383,23.269,26.728,12.744,10.18,11.048,18.162,15.972,8.5336,6.6759,9.5763,2.3513,3.948,16.496,33.75,12.712,23.39,8.4192,13.129,24.821,10.587,8.4182,23.188,9.4122,21.537,9.9297,6.9419,2.1752,8.4338,5.9932,21.068,11.079,9.7249,18.822,17.646,9.2223,7.4268,9.7813,15.7,3.1237,4
"5653",0,51.411,1.4722,0.35822,82,0.70381,1.9514,1215.8,-0.21638,1.8307,28.735,1857,0.27754,0.25284,0.90769,1.8286,0.62595,1.0751,-0.058685,0.94934,-0.17958,0.011708,0.0056932,0.088605,-0.26162,-0.015929,-0.23196,0.030705,-0.50747,21.128,16.181,12.037,17.687,22.537,23.515,8.2266,7.4383,23.482,4.4357,5.8866,11.181,28.485,4.4562,2.1763,13.786,16.37,22.239,3.8687,4.3114,5.7727,27.149,4.5927,12.287,10.943,16.632,21.511,21.229,19.84,7.8333,7.6205,5.6759,15.361,12.426,5.0221,28.561,72.397,74.514,83.445,83.195,202.1,56.583,32.593,25.266,1.3813,10.11,28.526,12.648,15.718,17.038,26.81,14.222,25.178,19.181,17.045,14.931,31.966,23.635,13.705,1.0285,7.6227,3.4289,9.2126,2.7419,15.998,11.841,16.54,37.42,19.95,6.5101,25.735,5.1436,19.253,3.0771,7.38,19.284,18.166,15.4,7.2991,21.523,22.683,16.136,7.0734,30.286,12.989,10.62,30.796,27.336,9.305,5.496,8.8719,4.9004,17.268,17.142,5.3262,6.2552,2.7305,20.817,20.559,7.4949,6.7333,13.065,1.707,25.015,17.567,23.633,4.5206,13.725,11.9,8.1491,13.231,4.9551,7.176,21.315,10.721,9.9685,4
"5654",0,48.549,2.0321,0.68878,81,0.77014,1.8944,1037.4,-0.48447,2.0677,20.79,626.69,0.27459,0.25598,0.9295,1.7746,0.60502,0.90036,0.018044,0.9394,0.054019,-0.038791,-0.055485,-0.19855,-0.30097,-0.025024,-0.083426,0.0097638,-0.67388,16.648,23.439,3.2803,13.982,11.56,16.541,14.402,13.707,33.61,28.858,22.246,2.1449,15.655,18.395,23.42,14.469,12.801,20.95,14.223,4.9048,19.411,14.876,13.572,7.4657,3.9947,5.0911,8.9931,18.06,13.422,7.237,14.019,10.929,7.9949,24.514,27.917,86.603,58.198,109.32,75.668,125.73,64.006,66.363,58.738,27.946,9.0579,17.838,6.5629,9.4365,27.47,22.363,14.529,17.143,20.878,11.335,15.178,7.6725,9.5587,14.796,13.614,7.6925,14.719,14.804,17.028,8.9286,10.603,9.6772,27.163,8.7606,10.68,9.9881,12.538,7.2172,20.207,22.749,6.1064,11.026,8.871,21.666,13.388,3.188,19.095,16.076,21.1,23.508,22.51,14.008,12.287,0.91181,23.074,9.0054,16.382,19.578,4.4221,25.429,20.213,22.708,11.543,17.791,10.942,13.45,30.857,20.263,9.7788,22.011,6.1064,8.2286,19.187,16.898,11.844,12.425,14.55,16.187,13.7,17.184,8.4887,13.456,4
"5655",0,43.177,0.38923,0.41684,82,0.774,2.0219,1319,0.094176,2.3431,34.228,1583.3,0.27556,0.2648,0.92193,1.8596,0.60559,1.0163,0.02429,1.0194,-0.030762,-0.049392,-0.05943,0.05123,-0.55977,0.15689,-0.10863,-0.052747,-0.25912,11.961,10.115,11.018,21.05,14.82,19.541,10.021,20.781,8.924,22.938,17.251,21.907,3.9346,23.817,4.3762,23.931,0.67508,24.898,18.026,9.0999,16.842,12.301,35.293,5.6722,19.076,15.72,11.643,5.5852,10.831,11.427,3.842,17.059,19.763,14.721,32.572,72.077,199.79,53.094,57.558,62.49,83.283,53.593,54.463,44.974,18.216,24.692,10.221,18.293,28.429,6.6398,11.912,9.1835,16.783,2.5919,2.0842,19.943,18.29,19.074,10.642,18.696,9.7421,10.615,21.644,12.853,13.944,12.924,12.349,2.3822,7.9341,19.009,3.7335,5.3115,14.327,20.76,16.259,18.036,10.557,25.251,5.2076,4.7352,32.449,23.226,11.867,19.462,13.061,22.917,9.1421,6.4183,9.8284,13.484,31.613,7.6522,3.3387,6.6934,19.451,11.727,24.378,16.018,5.0657,7.3138,20.076,30.005,11.849,24.335,15.401,29.509,26.884,6.1197,12.662,26.65,5.5998,15.757,5.5646,17.543,11.701,14.537,4
"5656",0,44.839,0.53467,0.8032,81,0.74161,1.8512,1049.2,-0.69975,2.1139,34.679,1682.4,0.27493,0.24644,0.89175,1.8492,0.61228,1.0752,0.0057458,0.9685,0.0048123,-0.089927,-0.03323,0.054638,-0.39196,-0.050493,-0.10842,0.089918,-0.73019,2.2803,17.859,21.617,19.115,15.639,3.6482,5.4393,3.2039,11.616,11.686,7.8998,8.4566,13.447,9.7485,15.303,23.876,12.779,18.822,8.3531,22.072,4.8805,18.383,15.299,18.884,20.237,24.47,18.149,23.471,20.387,20.998,19.199,7.3437,10.786,25.176,34.885,104.95,63.48,129.65,87.282,130.66,57.786,74.102,29.433,36.056,12.278,26.034,15.043,17.532,11.675,27.021,9.9865,11.553,26.647,12.085,9.7539,23.406,17.026,10.229,8.3465,25.615,13.562,9.8653,21.491,16.191,22.707,31.136,21.985,19.685,11.739,3.1043,12.506,23.228,22.065,9.0824,8.2286,14.823,17.471,17.202,4.7797,24.958,15.166,8.0021,21.727,20.454,13.173,5.7139,4.6232,19.226,26.193,17.949,17.538,15.619,14.426,6.3774,15.496,19.74,14.167,17.653,5.8298,29.884,8.6136,24.638,22.839,25.471,22.736,7.3662,22.085,20.315,4.9534,6.374,17.032,33.12,37.346,24.49,26.246,3.0361,4
"5657",0,33.96,0.73685,0.78679,81,0.76256,1.9013,1182.2,-0.45126,1.7058,23.396,1037,0.25864,0.24773,0.93144,1.9065,0.62424,0.93294,-0.0074728,0.9473,-0.15028,-0.01281,-0.058415,-0.081352,-0.51368,0.0083858,-0.21179,-0.088196,-0.59952,14.943,3.2852,12.649,26.645,15.917,4.0334,27.303,10.636,12.704,14.908,2.0453,12.068,17.935,4.194,16.191,12.08,14.037,11.888,11.846,11.331,12.869,24.152,15.693,10.739,9.754,15.99,12.725,5.5983,6.426,6.0404,20.765,3.6838,5.7076,31.434,34.902,104.75,56.559,122.63,59.553,133.13,58.757,56.546,42.961,35.862,9.1669,30.077,2.8603,12.788,21.96,8.391,18.773,5.4315,34.768,9.6307,18.614,6.6848,9.0247,17.863,28.161,21.24,9.4443,17.063,1.9539,7.0373,26.849,7.0858,29.078,22.885,14.656,19.01,15.82,10.731,10.32,11.744,11.183,7.4597,23.616,6.2591,6.8583,9.6049,11.908,11.511,9.6189,15.248,18.69,7.1547,17.923,8.215,6.1491,14.211,10.876,11.109,8.4206,8.1629,24.902,7.1744,16.838,8.3075,14.159,13.474,14.795,3.2801,4.7075,17.466,15.003,12.717,10.725,19.636,11.698,19.192,9.8711,35.736,0.48255,24.013,18.626,5.7482,4
"5658",0,36.887,0.92512,0.62769,81,0.79923,2.0985,1370.6,0.40803,2.4752,39.63,1527.1,0.25233,0.22186,0.89627,1.7601,0.49212,1.0476,-0.0069202,0.96788,0.0083299,0.089241,0.058355,0.17882,-0.668,-0.032581,-0.13474,-0.012225,-0.49357,5.1678,19.419,2.5745,7.4324,9.9099,28.242,22.551,11.125,22.884,22.994,14.424,13.23,19.097,20.328,4.8947,15.708,27.16,8.4645,4.9533,26.857,10.902,4.5028,12.467,6.5242,8.8736,21.218,14.852,3.726,1.9574,24.225,10.045,10.446,6.8879,17.526,42.541,97.928,93.924,116.57,69.144,156.01,68.861,72.165,22.805,23.539,16.734,22.181,5.6912,4.0727,15.991,6.7692,16.174,8.5511,24.926,12.435,15.236,6.78,17.32,20.779,4.9049,22.197,15.208,11.32,15.459,7.5108,12.869,11.396,24.994,6.149,20.391,16.076,30.741,19.399,10.946,15.167,17.544,3.7409,11.522,25.947,35.382,6.4753,10.212,11.281,16.919,22.941,19.734,15.406,13.584,4.4669,11.569,10.342,10.456,25.272,16.517,25.257,13.041,24.907,16.115,13.597,19.807,25.006,19.156,6.0585,10.092,13.342,26.641,7.4887,12.429,9.6842,23.809,4.4535,6.5392,24.412,7.5694,12.332,16.958,30.371,4
"5659",0,42.716,0.52122,0.50051,81,0.77764,1.8574,1089.2,-0.66831,2.4908,39.555,2160.2,0.29108,0.30782,0.93324,1.8309,0.75431,0.93601,0.018493,1.023,0.071161,-0.042505,-0.0075747,-0.071306,-0.34047,-0.044598,-0.05837,0.028868,-0.44316,28.74,20.494,9.6278,7.6329,6.8697,18.678,0.35057,18.425,11.822,24.627,31.085,25.462,11.218,5.1605,24.009,8.8504,9.8249,15.195,4.8745,25.62,10.456,5.6751,4.0704,4.2566,14.43,3.4422,16.246,2.0111,12.492,14.819,13.341,10.231,22.722,37.036,14.32,72.901,76.082,104.1,62.872,145.66,55.91,69.25,40.736,14.139,2.9544,20.92,28.864,28.891,0.81118,14.255,19.244,15.527,16.166,10.487,26.12,16.576,22.668,15.454,14.265,24.203,3.6943,27.05,6.4862,14.915,26.48,14.498,21.723,9.4185,16.976,4.163,19.53,26.696,15.812,4.7528,14.363,18.031,13.558,10.111,22.238,21.634,8.7679,7.223,9.8446,17.411,15.922,13.734,24.611,35.426,4.1479,15.371,34.761,32.498,17.284,34.597,7.8551,12.296,8.0075,22.365,11.874,11.748,8.4571,9.4797,16.119,15.201,16.135,27.244,19.88,2.8209,11.795,9.5074,29.266,25.677,7.1746,25.124,17.679,8.255,4
"5660",0,41.228,0.52951,0.39428,83,0.77088,1.9678,1216.5,-0.14231,1.4191,17.666,865.54,0.27452,0.26015,0.88675,1.7371,0.59359,0.92958,-0.051006,1.0084,0.17749,-0.086358,0.07427,-0.11648,-0.35722,-0.033409,-0.15817,-0.072017,-0.5793,12.837,20.391,4.1881,16.267,27.881,7.88,7.1809,14.173,12.637,4.7591,18.458,22.327,14.892,19.29,22.075,11.067,3.5854,15.581,8.2547,9.5493,4.4729,11.462,19.408,5.0936,11.606,7.8113,15.158,17.463,9.6434,12.171,5.5353,18.668,8.5191,3.5867,41.536,47.174,188.63,32.669,81.217,60.859,64.907,74.371,41.773,17.025,3.2866,14.133,9.0595,9.1538,18.87,25.033,17.248,13.534,8.6096,5.4018,13.349,2.2114,13.079,11.953,18.228,17.377,3.2569,4.4576,8.1664,1.2374,22.663,26.324,27.247,20.918,25.422,13.627,18.692,9.1694,11.803,5.7376,6.791,11.469,11.372,6.2245,8.5753,17.92,13.076,15.244,24.969,6.8146,13.915,5.5472,14.323,16.819,2.6981,19.52,1.015,12.572,5.946,11.284,16.709,22.038,5.0234,19.71,6.7257,9.5577,13.31,9.196,14.189,12.632,10.194,15.897,30.334,20.733,16.286,4.3227,6.4505,15.491,20.634,14.416,26,23.473,4
"5661",0,34.767,1.4451,0.37858,82,0.81998,2.1865,1546,0.74275,1.5582,27.581,1826.3,0.26193,0.23554,0.89523,1.7786,0.58845,1.1378,-0.051939,1.0538,0.17308,-0.088671,0.032378,0.17815,-0.64,-0.0081243,-0.23368,-0.045114,-0.31604,10.085,21.524,17.726,34.177,9.4968,5.9368,3.7422,20.037,14.149,10.976,14.158,5.9987,21.524,4.0668,9.6303,24.243,0.24076,9.7144,11.464,5.8584,15.865,10.76,4.1343,11.345,10.713,4.7821,8.8461,13.659,21.378,15.571,17.798,18.551,23.639,8.0609,24.379,42.305,79.077,61.528,116.78,99.167,208.87,51.967,33.579,11.569,23.231,8.3786,16.464,18.786,6.6027,12.892,6.6079,13.839,9.5596,1.8598,12.803,10.668,16.822,6.724,14.798,4.8728,29.275,33.973,24.225,32.613,8.0734,9.6354,30.677,12.638,46.591,11.524,17.263,10.917,10.129,11.071,19.959,7.0134,16.111,3.5268,21.865,6.3292,16.692,29.595,19.395,8.5839,15.615,21.365,10.097,18.091,23.692,19.581,15.758,28.773,12.859,10.35,10.845,3.9979,7.1533,26.975,9.3803,13.261,8.1523,23.244,6.1744,25.869,29.256,19.379,2.0228,22.808,8.7508,15.073,12.737,14.78,9.6402,10.551,21.029,17.207,4
"5662",0,45.035,1.1218,0.51409,81,0.78217,2.232,1512.1,0.90606,1.4917,23.439,803.9,0.26492,0.22456,0.86128,1.8072,0.51821,1.0409,0.012568,1.0428,-0.11574,0.0057389,-0.057202,-0.077759,-0.67683,0.030409,-0.13507,-0.012491,-0.37821,8.5937,6.9698,10.582,16.313,9.1831,17.336,10.04,7.2901,10.038,16.559,4.805,6.2604,11.535,23.518,8.5304,15.824,13.851,23.26,16.811,7.0028,12.049,16.11,10.273,25.772,9.8536,7.5521,9.1444,7.4322,24.928,17.822,17.516,4.0647,13.604,16.876,28.762,80.794,72.815,139.86,61.059,157.16,86.829,77.694,56.941,9.6907,24.97,15.984,13.988,23.775,23.586,9.0355,16.201,7.6697,19.926,21.099,13.827,16.284,18.867,29.499,10.396,25.762,26.308,5.586,20.19,17.882,17.752,16.716,7.3806,11.748,16.721,19.965,15.024,13.778,5.9462,12.65,16.991,18.744,19.404,10.713,24.134,10.82,6.9908,6.6991,7.5683,13.046,22.493,8.3726,13.692,8.7184,18.058,10.897,18.061,14.105,9.2924,27.742,17.573,15.575,12.769,19.126,9.1603,13.693,9.5009,10.918,21.419,28.332,10.118,10.975,8.1124,4.5832,19.389,34.435,2.4923,7.8209,13.028,18.699,3.2362,11.815,4
"5663",0,36.648,1.128,0.74984,81,0.79176,1.8259,1018.3,-0.83093,2.3765,36.681,1482,0.27319,0.2718,0.91351,1.7556,0.62808,0.94912,-0.011484,0.96811,0.14733,-0.068512,-0.070143,-0.29461,-0.24671,0.014092,-0.10057,0.10912,-0.24199,17.488,16.795,18.472,23.214,14.113,10.485,22.289,21.017,10.046,15.305,12.032,10.558,24.777,11.37,10.485,6.549,12.544,19.242,23.662,16.165,17.908,14.791,3.3744,17.31,8.5145,13.603,16.262,17.76,4.6466,20.653,34.742,13.711,20.289,10.409,24.437,94.351,71.005,117.65,74.722,125.83,39.621,57.821,65.083,24.766,12.353,28.893,13.969,4.8193,1.8181,14.229,22.366,9.5909,13.863,12.605,12.159,7.7152,35.786,14.374,18.473,23.236,21.144,18.038,11.484,8.0446,13.824,17.931,17.052,33.156,25.058,21.47,29.155,10.391,8.7925,4.3637,5.5278,12.56,13.119,2.7377,10.477,8.5058,12.988,4.5497,15.533,11.152,25.27,28.854,1.9312,12.188,32.559,5.8923,0.81425,26.025,9.6935,25.816,2.76,23.645,12.121,14.121,13.157,8.0516,24.299,12.706,3.2156,2.8655,8.0477,12.851,26.704,11.883,6.3422,6.3376,10.587,4.572,3.5269,18.316,11.998,6.0662,4
"5664",0,52.944,0.84743,0.85172,81,0.77763,2.04,1407.7,0.17048,2.2202,29.895,1314,0.27233,0.26821,0.9396,1.7627,0.63614,1.0005,-0.086196,0.92712,0.013742,0.014892,0.0020141,0.078388,-0.29496,-0.038,-0.21878,0.081628,-0.5266,22.21,6.168,6.5497,16.471,14.978,11.387,0.59089,20.482,6.2528,13.048,7.4283,13.428,9.3242,8.8536,6.0986,1.5718,0.89363,11.281,9.1409,10.337,14.826,11.872,0.88301,7.1825,20.559,19.185,14.899,24.745,21.693,13.27,30.473,27.009,24.659,12.225,27.578,114.36,80.628,132.15,80.674,134.27,45.027,77.343,7.3002,15.916,12.28,8.279,9.2859,7.2805,8.5279,6.5168,23.526,13.509,20.985,19.528,8.6949,16.992,18.001,21.236,11.437,5.7978,12.007,30.477,10.323,16.408,18.258,21.442,13.436,19.528,5,13.595,8.437,26.008,16.963,23.296,27.653,22.052,15.852,35.852,4.4839,14.988,11.995,8.7533,8.3506,10.056,30.518,12.336,20.358,14.531,13.591,16.228,12.365,22.632,7.3276,14.213,5.6443,6.4365,23.421,11.883,13.981,12.896,30.955,11.286,17.954,0.95562,14.08,16.484,16.263,5.5487,6.3371,5.2895,8.8012,13.395,24.269,8.0097,15.866,4.924,4
"5665",0,47.032,1.2222,0.27272,83,0.72088,1.9551,1253.4,-0.19958,1.6785,21.899,944.79,0.2597,0.23433,0.91344,1.8813,0.53378,0.99021,0.0071528,0.92009,-0.05588,0.05314,0.010081,0.004623,-0.56108,-0.058921,-0.090285,-0.063471,-0.76332,6.6255,16.282,8.6502,11.703,9.3668,15.618,7.0925,5.7618,13.773,21.227,19.662,2.6327,24.641,12.796,33.267,8.1528,17.814,15.177,8.7818,28.066,15.741,8.996,2.6566,28.161,6.3194,15.447,22.976,21.552,27.685,16.975,16.044,9.557,12.504,8.3307,30.902,55.664,210.37,39.969,59.744,67.155,54.221,57.371,25.637,28.581,21.489,31.978,9.8563,12.835,8.377,27.411,9.2413,15.889,11.853,22.938,11.264,17.928,19.47,7.7248,11.555,19.69,3.7908,15.932,6.6468,32.256,9.6007,26.02,16.301,20.33,21.137,11.773,12.355,17.155,14.227,6.2616,15.415,14.349,23.649,10.291,16.919,2.6421,13.257,12.135,8.3964,9.239,8.1353,14.435,28.213,12.035,3.8693,7.8496,5.3668,21.181,20.277,24.613,23.264,7.3057,8.8788,18.57,19.925,18.736,13.558,8.4334,12.416,15.756,11.936,29.303,21.191,7.9907,19.976,19.943,13.838,15.608,5.5232,14.397,13.077,17.946,4
"5666",0,35.526,1.2941,0.57756,81,0.79011,1.9899,1219.1,-0.044117,1.7983,34.271,2420.3,0.28474,0.28322,0.85874,1.8642,0.68581,1.1223,-0.039466,1.0069,-0.31653,0.047771,-0.021139,0.0083674,-0.15042,0.042892,-0.10801,-0.027615,-0.34597,4.9322,10.845,11.838,18.134,25.641,9.6128,12.347,12.153,5.8522,24.412,7.6179,10.208,8.3298,9.0773,22.952,6.042,11.791,6.8783,16.552,5.8065,16.75,18.004,37.077,8.6207,13.985,8.6286,14.821,8.7499,22.036,17.35,13.51,42.676,11.509,12.18,12.585,88.087,85.704,121.32,96.966,152.51,65.101,65.68,47.835,22.195,3.5783,9.2673,8.3407,18.49,3.5095,20.385,7.9595,10.404,7.6403,9.4324,21.211,7.1882,11.292,25.625,12.65,11.585,18.539,5.6815,11.797,13.933,19.79,20.81,14.448,18.844,0.82158,21.876,18.856,8.9833,6.6381,18.74,0.79843,28.992,11.869,8.7806,23.474,5.5718,27.294,13.076,26.762,10.718,18.442,11.339,7.1997,10.708,7.3755,14.548,28.326,12.176,17.948,35.872,4.9591,7.1942,6.2559,9.379,27.489,15.481,10.955,40.821,15.462,9.5045,13.206,7.3452,21.536,17.119,21.19,17.207,26.385,10.965,27.523,28.171,12.067,30.68,4
"5667",0,47.815,1.0653,0.53067,81,0.7821,1.832,1017.1,-0.79864,2.4432,17.447,818.55,0.26881,0.25895,0.91524,1.885,0.59379,0.9158,0.049346,0.97058,-0.15605,-0.027549,-0.07028,0.038367,-0.45867,0.021978,-0.15896,-0.032524,-0.25812,12.265,5.3869,16.088,19.381,16.116,25.413,18.077,27.554,28.873,0.26556,25.416,7.0065,11.668,11.272,22.516,25.709,7.6258,7.2127,14.083,10.044,13.868,13.586,26.578,9.0203,25.528,2.5176,8.8741,9.807,16.637,26.144,17.311,25.176,17.102,17.12,32.387,70.869,66.44,112.64,63.488,133.54,61.714,68.294,40.777,26.42,27.518,5.5672,23.375,6.5531,15.273,9.0346,23.847,17.127,15.089,13.092,14.908,2.7734,21.563,6.7197,5.0307,14.995,17.927,21.478,8.9643,10.036,7.4739,7.8854,14.148,7.3353,14.763,7.0199,5.0318,15.016,8.1617,5.9609,16.881,9.7059,34.384,20.044,5.6906,24.958,5.7669,13.095,24.066,16.668,20.421,16.631,20.639,39.914,6.014,9.8682,29.632,24.043,20.885,14.043,9.0069,12.808,15.512,3.3658,14.037,19.301,21.69,12.608,20.41,11.044,3.9209,23.774,16.662,20.595,15.009,9.3078,7.3975,19.436,5.8388,6.3993,16.45,12.459,4
"5668",0,32.95,0.79599,0.5826,81,0.77999,1.9995,1239.3,-0.002111,2.1982,26.078,831.32,0.25948,0.22435,0.92027,1.7841,0.51515,0.98406,-0.017669,0.9727,-0.056041,0.023129,-0.11518,0.077532,-0.49123,0.076271,-0.11936,0.0060533,-0.23744,19.287,7.7903,1.4104,13.753,16.738,8.7306,2.6403,15.456,14.931,7.2123,19.479,20.694,9.5695,30.553,12.125,6.6067,15.01,16.145,11.937,8.4892,4.7344,20.531,3.8998,6.9095,15.155,18.375,5.3847,4.2967,32,12.058,19.212,22.528,13.816,26.887,30.921,85.864,95.052,109.85,70.927,147.38,59.091,61.777,40.436,19.823,8.8838,14.949,10.903,12.858,18.193,13.144,18.63,8.2806,28.366,20.566,31.22,9.8452,28.548,15.972,9.103,7.0394,18.506,10.979,20.422,14.895,15.536,11.478,9.1856,17.304,13.452,0.94882,9.9678,25.733,4.4883,16.346,8.2614,8.0671,11.259,9.1449,6.5075,9.17,30.56,15.048,14.225,11.347,20.314,14.479,11.77,16.209,15.25,27.862,6.7355,8.5272,19.955,13.336,22.273,16.299,14.258,13.173,21.543,22.028,5.6826,7.9784,9.5479,24.164,23.488,11.843,24.344,18.523,12.817,11.587,35.257,25.239,12.337,5.1914,11.183,19.57,4
"5669",0,43.204,0.68947,0.71245,81,0.77249,1.9006,1157.2,-0.45466,1.7968,23.352,901.27,0.26989,0.25085,0.90365,1.8896,0.58677,0.96462,0.047953,1.0583,0.063707,0.036242,0.018305,-0.12307,-0.31467,0.066343,-0.065135,-0.013337,-0.050247,18.801,12.754,13.394,11.783,26.294,8.8279,13.047,7.1987,6.3206,9.9854,1.7416,19.826,15.592,20.221,22.184,18.232,29.154,34.908,12.394,2.2127,31.546,12.145,11.874,22.141,17.92,20.273,18.596,15.73,11.171,14.481,12.156,26.922,39.275,14.384,19.464,90.377,84.359,101.14,80.531,126.85,80.383,64.748,20.784,33.498,30.462,14.152,15.821,11.539,12.42,6.337,24.46,14.96,7.934,3.5587,8.0582,17.751,12.202,8.4637,6.2156,16.646,7.2029,25.952,19.181,5.9985,17.426,8.3489,13.181,21.097,10.93,24.627,14.695,23.772,8.741,13.877,15.76,11.657,12.758,10.449,8.8088,21.195,6.6913,12.241,5.1729,4.0748,13.354,6.4382,24.349,19.421,15.351,24.361,14.5,34.244,8.8578,1.0317,9.4494,22.632,21.732,8.1552,11.964,3.5973,8.1697,13.696,16.574,6.4714,3.1638,13.184,20.95,22.761,10.927,19.932,1.6913,20.791,6.9319,29.122,28.303,10.794,4
"5670",0,43.994,1.0761,0.32513,82,0.77696,2.0362,1378.3,0.15446,1.4393,20.147,911.28,0.27153,0.24934,0.92921,1.8179,0.59178,1.0085,-0.030672,0.87855,0.06355,-0.0043591,-0.080841,0.079386,-0.4811,0.0094062,-0.084944,-0.044199,-0.65124,9.1696,12.963,3.4917,17.687,19.337,9.0488,11.356,9.7979,13.222,6.9265,9.3567,20.436,4.2536,25.843,7.4994,13.553,24.435,30.114,21.628,30.772,7.8903,28.693,13.009,12.642,14.85,7.3317,3.0076,11.529,7.8603,12.277,10.283,21.811,17.798,5.0171,34.546,55.419,215.92,40.169,71.591,59.174,70.201,38.518,18.851,40.849,15.321,6.1473,14.992,11.265,4.0589,10.491,8.4699,14.329,11.517,10.058,6.9314,12.974,32.573,17.434,9.4868,9.8611,16.238,7.3099,15.518,15.158,27.198,9.6416,21.509,8.8953,15.647,19.058,5.6399,12.698,19.116,16.664,9.5926,7.3695,15.41,15.631,8.3897,31.765,14,15.746,8.8998,9.6638,4.678,17.477,9.8608,13.191,8.2795,21.309,15.271,10.536,9.2617,24.119,5.8316,18.724,13.656,29.46,11.292,16.837,19.024,19.479,14.223,17.23,19.666,19.973,9.9235,3.2476,7.739,11.009,13.124,29.384,15.274,15.605,10.699,11.661,4
